id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7301669346,green bay,32990,2017,lincoln,navigator reserve sport,good,6 cylinders,gas,96246,clean,automatic,5LMJJ2LT4HEL01686,4wd,,SUV,black,wi
7301650600,green bay,14990,2015,honda,civic lx coupe 2d,good,,gas,77726,clean,other,2HGFG3A55FH510450,fwd,,coupe,red,wi
7301633336,green bay,11590,2014,chevrolet,spark ev 2lt hatchback,good,,electric,61852,clean,other,KL8CL6S02EC412682,fwd,,hatchback,,wi
7301628194,green bay,23588,2016,ford,explorer,,,gas,49288,clean,automatic,1FM5K8D8XGGC93806,,,,black,wi
7301614140,green bay,15250,2015,gmc,sierra 1500,good,8 cylinders,gas,107000,clean,automatic,,rwd,full-size,pickup,white,wi
7301607390,green bay,30990,2017,lincoln,mkx reserve sport,good,6 cylinders,gas,23545,clean,automatic,2LMPJ8LR2HBL35260,,,SUV,blue,wi
7317046393,janesville,1250,2005,chevrolet,venture minivan,fair,,gas,216000,clean,automatic,,,,,,wi
7317041021,janesville,7500,1997,ram,1500,good,8 cylinders,gas,76668,clean,automatic,,4wd,full-size,truck,red,wi
7316975339,janesville,3000,2011,chevrolet,aveo 5,,,gas,112000,clean,automatic,,,,,,wi
7316847087,janesville,18990,2020,chevrolet,spark activ hatchback,good,,gas,6395,clean,other,KL8CH6SA8LC462333,fwd,,hatchback,black,wi
7316841438,janesville,30590,2020,ford,ranger supercab xl pickup,good,,gas,10740,clean,other,1FTER1EHXLLA66736,,,pickup,,wi
7316833746,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7316775241,janesville,39590,2019,chevrolet,silverado 1500 crew,good,,gas,21014,clean,other,3GCPYDEK6KG154347,4wd,,pickup,brown,wi
7316703486,janesville,19900,1968,,1968 chevelle,,,gas,1000,clean,automatic,,,,,,wi
7316671371,janesville,28990,2017,bmw,4 series 440i xdrive gran,good,,gas,49355,clean,automatic,WBA4E5C56HG189275,,,coupe,,wi
7316470398,janesville,29995,2016,chevrolet,silverado 1500 lt 4x4,,,gas,136070,clean,automatic,,,,,,wi
7316406618,janesville,10995,2008,chevrolet,silverado 1500,excellent,4 cylinders,gas,147595,clean,automatic,2GCEC190781155067,rwd,,,,wi
7316365080,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7316349360,janesville,38590,2015,dodge,challenger srt 392 coupe,good,8 cylinders,gas,24164,clean,other,2C3CDZDJ8FH831926,rwd,,coupe,white,wi
7316346630,janesville,14995,2016,nissan,rogue s,,,gas,47623,clean,automatic,,4wd,,,,wi
7316346047,janesville,18995,2013,nissan,370z roadster,,,gas,104549,clean,automatic,,,,,,wi
7316344393,janesville,16995,2018,honda,civix ex,,,gas,45432,clean,automatic,,,,,,wi
7316343851,janesville,20995,2015,jeep,grand cherokee limited 4x4,,,gas,102317,clean,automatic,,,,,,wi
7316343154,janesville,14995,2015,mazda,cx-5,,,gas,110134,clean,automatic,,,,,,wi
7316342687,janesville,14995,2015,chevrolet,traverse lt awd,,,gas,100689,clean,automatic,,,,,,wi
7316335815,janesville,11995,2013,ford,mustang v6 premium,,6 cylinders,gas,113543,clean,manual,,rwd,,,,wi
7316320337,janesville,32590,2013,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,7400,clean,other,2G1FK1EJ7D9231168,rwd,,coupe,red,wi
7316307436,janesville,3800,2004,ford,mustang coupe,excellent,6 cylinders,gas,100000,clean,manual,,rwd,,coupe,white,wi
7316251691,janesville,4500,2004,ram,,fair,8 cylinders,gas,180000,clean,automatic,,rwd,,truck,,wi
7316242098,janesville,3500,2003,honda,pilot,good,6 cylinders,gas,240000,clean,automatic,,,,SUV,,wi
7316188173,janesville,20000,2014,honda,pilot ex-l,excellent,6 cylinders,gas,35667,clean,automatic,,fwd,full-size,SUV,red,wi
7316160082,janesville,29990,2017,jeep,wrangler sport suv 2d,good,6 cylinders,gas,22947,clean,other,1C4AJWAG4HL696954,4wd,,other,,wi
7316160096,janesville,25990,2014,chevrolet,silverado 1500 regular,good,8 cylinders,other,82140,clean,automatic,1GCNKREC1EZ373672,4wd,,pickup,black,wi
7316102544,janesville,10500,2013,ford,explorer,excellent,,gas,12500,clean,automatic,,,,,,wi
7316101259,janesville,10900,2014,volkswagen,tiguan,excellent,,gas,110000,clean,automatic,,,,,,wi
7315987464,janesville,7400,2006,toyota,highlander,excellent,,hybrid,156000,clean,automatic,JTEEW21A260020424,4wd,mid-size,SUV,black,wi
7315915928,janesville,10995,2006,chrysler,vmi ♿,excellent,6 cylinders,gas,97978,clean,automatic,,fwd,,mini-van,white,wi
7315912571,janesville,26500,2012,ford,f250 crew cab 4x4,excellent,8 cylinders,gas,87770,clean,automatic,1FT7W2B61CEA89210,4wd,full-size,truck,white,wi
7315810743,janesville,32990,2018,ram,1500 quad cab harvest pickup,good,6 cylinders,gas,29979,clean,other,1C6RR7GG9JS229010,4wd,,pickup,black,wi
7315810706,janesville,34590,2015,ford,mustang gt premium,good,8 cylinders,gas,30970,clean,other,1FATP8FF6F5341651,rwd,,other,white,wi
7315765700,janesville,25990,2014,gmc,sierra 1500 regular cab,good,6 cylinders,gas,15575,clean,other,1GTN1TEH5EZ273019,,,pickup,brown,wi
7315709508,janesville,31590,2020,mazda,mx-5 miata club,good,,gas,2195,clean,other,JM1NDAC74L0413665,rwd,,other,,wi
7315683001,janesville,14500,2014,,Mobility MV-1,excellent,,gas,96000,clean,automatic,,,,,,wi
7315679180,janesville,14500,2008,ford,e250 van,excellent,,gas,100000,clean,automatic,,,,,,wi
7315677443,janesville,13500,2004,ford,f150 heritage,excellent,,gas,98000,clean,automatic,,,,,,wi
7315675957,janesville,15500,2015,dodge,charger,excellent,,gas,125000,clean,automatic,,,,,,wi
7315674898,janesville,12900,2014,chevrolet,tahoe,excellent,,gas,115000,clean,automatic,,,,,,wi
7315613953,janesville,15299,2016,subaru,impreza,excellent,4 cylinders,gas,9835,clean,automatic,,4wd,mid-size,sedan,blue,wi
7315582188,janesville,5000,2006,nissan,xterra se,good,6 cylinders,gas,166083,clean,automatic,,4wd,,SUV,white,wi
7315488442,janesville,2900,2005,honda,crv ex,good,4 cylinders,gas,170000,clean,automatic,,4wd,,SUV,black,wi
7315478383,janesville,5995,2008,dodge,avenger sxt,excellent,6 cylinders,gas,125597,clean,automatic,1B3LC56RX8N266827,fwd,,,red,wi
7315476491,janesville,8950,2013,ford,f-150 xl,excellent,6 cylinders,gas,93500,clean,automatic,,rwd,,pickup,,wi
7315473762,janesville,7995,2012,chevrolet,malibu ls,excellent,4 cylinders,gas,88935,clean,automatic,1G1ZB5E01CF245200,fwd,,,white,wi
7315467264,janesville,36990,2018,jeep,wrangler unlimited all new,good,6 cylinders,gas,27616,clean,other,1C4HJXDG6JW253712,4wd,,other,blue,wi
7315336411,janesville,34990,2010,chevrolet,corvette coupe 2d,good,8 cylinders,gas,19502,clean,other,1G1YF2DW0A5100804,rwd,,coupe,blue,wi
7315330286,janesville,27590,2020,volkswagen,golf gti s hatchback,good,,gas,1309,clean,other,3VW6T7AU5LM008606,fwd,,sedan,red,wi
7315330176,janesville,31990,2017,gmc,sierra 1500 double cab,good,6 cylinders,gas,31496,clean,automatic,1GTV2LEH1HZ162632,4wd,,pickup,black,wi
7315323569,janesville,3000,2001,ford,f350 super duty,good,,diesel,311600,clean,automatic,1FDWF37F41EC05079,,,,white,wi
7315317239,janesville,2000,2001,chevrolet,2500hd,good,,gas,177984,clean,automatic,1GCHK24U41E245121,,,,white,wi
7315206187,janesville,12900,2014,chevrolet,tahoe,excellent,,gas,115000,clean,automatic,,,,,,wi
7315205657,janesville,5250,2009,dodge,journey sxt,excellent,,gas,138000,clean,automatic,,,,,,wi
7315169264,janesville,18999,2012,ram,,excellent,8 cylinders,gas,90000,clean,automatic,,4wd,,truck,red,wi
7315125414,janesville,2600,2006,mercedes-benz,r350,good,6 cylinders,gas,88000,clean,automatic,,4wd,full-size,mini-van,silver,wi
7315122578,janesville,2600,2006,mercedes-benz,benz r350,good,6 cylinders,gas,88000,clean,automatic,,4wd,full-size,mini-van,silver,wi
7315057133,janesville,7000,2002,gmc,sierra 2500hd,,,diesel,152000,clean,automatic,,,,,,wi
7315044806,janesville,8995,2012,ford,escape,good,6 cylinders,gas,113829,clean,automatic,1FMCU0DG7CKA49421,fwd,full-size,SUV,red,wi
7314973680,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314971755,janesville,12900,2014,chevrolet,tahoe,excellent,,gas,115000,clean,automatic,,,,,,wi
7314926953,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314907515,janesville,9500,1940,dodge,business coupe,fair,,gas,100000,clean,automatic,,,,coupe,,wi
7314897559,janesville,32990,2019,ford,f150 super cab xlt pickup,good,6 cylinders,gas,22769,clean,other,1FTEX1CB7KKD36773,,,pickup,black,wi
7314880414,janesville,10695,2008,mercedes-benz,benz gl-class gl450 7-speed automatic,,,,132061,,automatic,4JGBF71E78A437814,4wd,,SUV,,wi
7314879958,janesville,9495,2012,ford,escape limited 4wd 6-speed automatic,,,,100455,,automatic,1FMCU9EG8CKB28065,4wd,,SUV,,wi
7314862261,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314859817,janesville,6495,2011,chevrolet,cruze eco,excellent,4 cylinders,gas,119774,clean,manual,1G1PK5S97B7212625,fwd,,,silver,wi
7314856073,janesville,6495,2010,toyota,yaris,excellent,4 cylinders,gas,103769,clean,automatic,JTDKT4K33A5307178,fwd,,,red,wi
7314854000,janesville,7995,2013,nissan,sentra s,excellent,4 cylinders,gas,97239,clean,automatic,3N1AB7AP8DL761826,fwd,,,black,wi
7314849046,janesville,10995,2011,audi,a3 2.0 tdi premium,excellent,4 cylinders,diesel,90476,clean,automatic,WAUBJBFM2BA062599,fwd,,,white,wi
7314848135,janesville,36590,2019,tesla,model 3 standard range,good,,electric,23057,clean,other,5YJ3E1EA7KF483206,rwd,,sedan,white,wi
7314848000,janesville,36990,2019,chevrolet,silverado 1500 ld,good,8 cylinders,gas,14508,clean,other,2GCVKMEC7K1210600,4wd,,pickup,red,wi
7314846011,janesville,9495,2015,chevrolet,cruze 2lt,excellent,4 cylinders,gas,96091,clean,automatic,1G1PE5SB9F7275273,fwd,,,silver,wi
7314845637,janesville,5995,2010,hyundai,accent gs,good,4 cylinders,gas,95710,clean,automatic,KMHCN4ACXAU483341,fwd,,,blue,wi
7314841028,janesville,8995,2013,jeep,compass latitude,excellent,4 cylinders,gas,106447,clean,automatic,1C4NJCEB3DD102874,fwd,,,red,wi
7314840808,janesville,10995,2015,chrysler,200 limited,excellent,4 cylinders,gas,61616,clean,automatic,1C3CCCAB6FN712339,fwd,,sedan,blue,wi
7314839078,janesville,6495,2010,kia,soul,excellent,4 cylinders,gas,79955,clean,automatic,KNDJT2A17A7030894,fwd,,wagon,black,wi
7314836806,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314832403,janesville,5500,1975,ford,f-150,good,6 cylinders,gas,123477,clean,manual,,rwd,full-size,pickup,brown,wi
7314809410,janesville,5,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314802486,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314746999,janesville,38590,2019,toyota,tacoma double cab trd,good,,other,12992,clean,other,3TMCZ5AN4KM226407,4wd,,pickup,black,wi
7314719650,janesville,2500,1998,ford,f-150,,,gas,197000,clean,other,,,,,,wi
7314716235,janesville,4950,2005,honda,civic hybrid,excellent,,gas,106000,clean,automatic,,,,,,wi
7314641784,janesville,4000,2003,mitsubishi,lancer oz rally,good,4 cylinders,gas,74500,clean,manual,,fwd,mid-size,sedan,yellow,wi
7314622722,janesville,21500,2015,chevrolet,suburban lt,like new,8 cylinders,gas,159158,clean,automatic,1GNSKJKC2FR583201,4wd,full-size,SUV,black,wi
7314605188,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314594692,janesville,3500,1998,,oldsmobile 88,good,6 cylinders,gas,94922,clean,automatic,,fwd,mid-size,sedan,brown,wi
7314590549,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314575399,janesville,36990,2018,toyota,4runner sr5 sport utility,good,6 cylinders,gas,21415,clean,other,JTEBU5JR4J5589139,4wd,,other,silver,wi
7314575381,janesville,32990,2017,ram,1500 crew cab big horn,good,6 cylinders,other,10193,clean,other,1C6RR7LG5HS829328,4wd,,pickup,,wi
7314575362,janesville,37990,2019,ford,f150 supercrew cab xlt,good,,other,16757,clean,other,1FTEW1CP2KFD27468,,,pickup,black,wi
7314575350,janesville,16590,2015,volkswagen,beetle 1.8t fleet,good,,gas,39649,clean,other,3VWF17AT1FM655022,fwd,,hatchback,black,wi
7314410528,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314406935,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7314290697,janesville,2000,2005,ford,taurus,good,4 cylinders,gas,156000,clean,automatic,,fwd,,sedan,grey,wi
7314062299,janesville,4650,2008,toyota,corolla le 4-speed automatic,,,,155574,,automatic,1NXBR32E98Z992793,fwd,,sedan,,wi
7314054809,janesville,7380,2012,dodge,journey sxt 6-speed automatic,,,,139299,,automatic,3C4PDCBB4CT369051,fwd,,SUV,,wi
7314039043,janesville,1500,2003,dodge,grand caravan se,good,6 cylinders,gas,214000,clean,automatic,,fwd,full-size,mini-van,blue,wi
7314037956,janesville,8495,2012,hyundai,sonata hybrid,excellent,4 cylinders,hybrid,112038,clean,automatic,KMHEC4A40CA028798,fwd,,,blue,wi
7313967481,janesville,2875,1988,ram,50,good,4 cylinders,gas,142000,clean,manual,,rwd,,pickup,,wi
7313952614,janesville,6950,2011,ford,e150 cargo van,excellent,8 cylinders,gas,194000,clean,automatic,,rwd,,,,wi
7313952185,janesville,5950,2007,hyundai,santa fe,excellent,6 cylinders,gas,132000,clean,automatic,,fwd,,SUV,,wi
7313951796,janesville,4450,2007,nissan,sentra s,excellent,4 cylinders,gas,141000,clean,automatic,,fwd,,,,wi
7313951399,janesville,2875,2009,chevrolet,colbalt,excellent,4 cylinders,gas,223000,clean,manual,,fwd,,,,wi
7313940132,janesville,17000,2013,subaru,,,,gas,115000,clean,manual,,,,,,wi
7313855470,janesville,4800,2011,hyundai,sonata gls,good,6 cylinders,gas,168000,clean,automatic,,fwd,mid-size,sedan,black,wi
7313775702,janesville,9995,2015,chevrolet,cruze lt,good,4 cylinders,gas,60181,clean,automatic,,fwd,compact,sedan,blue,wi
7313772146,janesville,26850,2017,ford,f150,like new,6 cylinders,gas,28920,clean,automatic,,4wd,full-size,pickup,white,wi
7313772109,janesville,10500,2014,ford,fusion hybrid se,good,4 cylinders,gas,85455,clean,automatic,,fwd,mid-size,sedan,silver,wi
7313754075,janesville,39990,2019,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373,clean,other,JN1AZ4EH8KM420880,rwd,,coupe,white,wi
7313754021,janesville,29990,2018,chevrolet,colorado crew cab work,good,6 cylinders,gas,11401,clean,other,1GCGTBEN7J1162712,4wd,,pickup,red,wi
7313751305,janesville,34590,2016,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499,clean,other,1GCVKREH6GZ228691,4wd,,pickup,silver,wi
7313751264,janesville,26990,2016,ford,f150 regular cab xl pickup,good,6 cylinders,gas,14230,clean,other,1FTMF1CP3GKD62143,,,pickup,black,wi
7313750822,janesville,3995,2003,gmc,yukon,good,8 cylinders,gas,256900,clean,automatic,,4wd,full-size,SUV,brown,wi
7313738738,janesville,0,2019,dodge,pickups,new,3 cylinders,gas,100000,clean,manual,,fwd,compact,bus,black,wi
7313484773,janesville,11750,2015,chevrolet,trax,good,4 cylinders,gas,64400,lien,manual,,fwd,sub-compact,hatchback,red,wi
7313427100,janesville,199,2014,chevrolet,captiva sport lt,,,gas,60215,clean,automatic,,,,,,wi
7313407609,janesville,24590,2013,gmc,sierra 1500 extended cab slt,good,8 cylinders,other,80318,clean,other,1GTR1WE07DZ143724,,,pickup,,wi
7313407480,janesville,34990,2020,ford,ranger supercrew xlt pickup,good,,gas,7380,clean,other,1FTER4EHXLLA23614,,,pickup,,wi
7313336845,janesville,25990,2019,ram,1500 classic regular cab,good,8 cylinders,gas,12302,clean,other,3C6JR6DT3KG560649,,,pickup,white,wi
7313281684,janesville,9999,2006,,VMI-CHRYSLER-♿,excellent,6 cylinders,gas,97977,clean,automatic,,fwd,full-size,mini-van,white,wi
7313251724,janesville,27990,2020,ford,ranger supercab xl pickup,good,,gas,10688,clean,other,1FTER1EH1LLA36301,,,pickup,white,wi
7313223073,janesville,22000,2014,chevrolet,silverado 1500,excellent,8 cylinders,gas,150242,clean,automatic,,4wd,full-size,truck,black,wi
7313110704,janesville,3000,2003,bmw,325i,good,,gas,300000,clean,automatic,,fwd,,sedan,blue,wi
7312844389,janesville,27990,2017,chevrolet,colorado extended cab,good,,gas,22120,clean,other,1GCHSCEA7H1203280,,,pickup,,wi
7312837932,janesville,35990,2020,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,1548,clean,other,2C3CDZBT9LH119053,rwd,,coupe,black,wi
7312805336,janesville,32990,2016,jeep,wrangler rubicon sport,good,6 cylinders,gas,42344,clean,other,1C4BJWCG1GL261390,4wd,,other,silver,wi
7312740989,janesville,37990,2016,toyota,tundra double cab sr,good,8 cylinders,gas,22870,clean,other,5TFUM5F13GX069124,4wd,,pickup,black,wi
7312645440,janesville,22800,2014,ford,explorer sport,excellent,6 cylinders,gas,78400,clean,automatic,,4wd,full-size,SUV,black,wi
7312485169,janesville,39000,2019,honda,civic type r,excellent,4 cylinders,gas,12980,lien,manual,,fwd,sub-compact,hatchback,grey,wi
7312358477,janesville,22990,2012,toyota,tacoma access cab pickup,good,,gas,37725,clean,other,5TFTX4CN6CX015282,,,pickup,white,wi
7312313765,janesville,28590,2010,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,16903,clean,other,2G1FT1EW5A9116525,rwd,,coupe,yellow,wi
7312313777,janesville,35990,2015,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,4899,clean,other,1FA6P8CF9F5375018,rwd,,coupe,red,wi
7312266726,janesville,30990,2019,mazda,mx-5 miata grand touring,good,,gas,4936,clean,other,JM1NDAD70K0306349,rwd,,other,black,wi
7312254766,janesville,13500,2007,ford,f150,excellent,,gas,31000,clean,automatic,,,,,,wi
7311968769,janesville,8780,2011,nissan,murano s awd cvt,,,,107076,,other,JN8AZ1MW6BW174285,4wd,,SUV,,wi
7311958815,janesville,8750,2008,lexus,rx 350 awd 5-speed automatic,,,,148337,,automatic,2T2HK31U88C073520,4wd,,SUV,,wi
7311949056,janesville,5750,2007,honda,odyssey ex-l 5-speed automatic,,,,162158,,automatic,5FNRL38657B418090,fwd,,van,,wi
7311922510,janesville,14900,2012,ford,e-450,,,gas,174105,clean,other,,,,bus,grey,wi
7311864233,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7311854523,janesville,32590,2009,chevrolet,corvette coupe 2d,good,8 cylinders,gas,20420,clean,other,1G1YY25W995110249,rwd,,coupe,silver,wi
7311854481,janesville,37990,2010,chevrolet,corvette grand sport,good,8 cylinders,other,56302,clean,other,1G1YS3DW5A5103103,rwd,,other,red,wi
7311854493,janesville,29590,2017,ford,expedition xlt sport,good,6 cylinders,gas,70760,clean,other,1FMJU1JT1HEA52352,4wd,,SUV,blue,wi
7311799912,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7311798307,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7311787241,janesville,37590,2011,chevrolet,corvette grand sport,good,8 cylinders,gas,42017,clean,other,1G1YW2DW4B5109555,rwd,,coupe,red,wi
7311713156,janesville,7999,2013,volkswagen,jetta hybrid,like new,,hybrid,76000,clean,automatic,3VW637AJ1DM239428,,,,silver,wi
7311711074,janesville,6800,2007,volvo,s80 v8,excellent,,gas,117000,clean,automatic,,,,,,wi
7311415720,janesville,29990,2012,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182,clean,other,3TMLU4EN4CM085701,4wd,,pickup,white,wi
7311391203,janesville,42995,2018,ram,3500 4x4,excellent,8 cylinders,gas,71423,clean,automatic,3C7WRTCJXJG165852,4wd,,,,wi
7311363953,janesville,35990,2018,ford,f150 super cab lariat,good,6 cylinders,other,20596,clean,other,1FTEX1EP1JFA54368,4wd,,pickup,blue,wi
7311345001,janesville,28590,2017,chevrolet,silverado 1500 regular,good,6 cylinders,gas,102,clean,other,1GCNCNEH7HZ206660,,,pickup,red,wi
7311307366,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7311269303,janesville,38990,2017,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,20676,clean,other,1C4BJWFG3HL547853,4wd,,other,red,wi
7311220687,janesville,10000,2005,chevrolet,silverado 2500hd duramax,fair,,diesel,333000,clean,automatic,,4wd,,truck,white,wi
7311136501,janesville,2500,2003,chevrolet,impala,good,4 cylinders,gas,156000,clean,automatic,,fwd,mid-size,sedan,custom,wi
7311077591,janesville,6995,2009,chevrolet,malibu lt,excellent,4 cylinders,gas,119434,clean,automatic,1G1ZJ57B394147663,fwd,,,,wi
7310999263,janesville,24995,2015,chevrolet,silverado 2500hd lt,,,gas,210723,clean,automatic,,,,,,wi
7310997359,janesville,7995,2012,mazda,mazda5 sport,,,gas,94968,clean,automatic,,,,,,wi
7310994872,janesville,16995,2015,chevrolet,equinox ltz awd,,,gas,126661,clean,automatic,,,,,,wi
7310993138,janesville,29995,2016,chevrolet,silverado 1500 lt 4x4,,,gas,136070,clean,automatic,,,,,,wi
7310984167,janesville,1250,2007,pontiac,g6,fair,6 cylinders,gas,213000,clean,automatic,,,,,,wi
7310973267,janesville,37,2019,,Janesville,,,gas,1000,clean,automatic,,,,,,wi
7310970085,janesville,5995,2012,nissan,versa 1.8 sl hatchback cvt,,,,94767,,other,3N1BC1CP1CK805682,fwd,,hatchback,,wi
7310965312,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7310960487,janesville,5480,2007,honda,accord ex-l v-6 coupe at 5-speed automatic,,,,153187,,automatic,1HGCM82617A004615,fwd,,coupe,,wi
7310950729,janesville,5695,2009,ford,escape xlt fwd v6 4-speed automatic,,,,140852,,automatic,1FMCU03G09KB14944,fwd,,SUV,,wi
7310940879,janesville,3695,2003,chrysler,300m base 4-speed automatic,,,,149092,,automatic,2C3HE66G93H509021,fwd,,sedan,,wi
7310931066,janesville,5795,2008,chevrolet,trailblazer lt2 4wd 4-speed automatic,,,,166517,,automatic,1GNDT13S682129573,4wd,,SUV,,wi
7310889669,janesville,12000,2009,infiniti,g37,excellent,,gas,133000,clean,automatic,,,,,silver,wi
7310859883,janesville,34990,2017,bmw,x5 xdrive40e iperformance,good,,other,37140,clean,other,5UXKT0C38H0S81206,,,other,black,wi
7310859869,janesville,35990,2017,bmw,x5 xdrive35d sport utility,good,,other,48655,clean,other,5UXKS4C38H0Y16139,,,other,black,wi
7310833382,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7310824369,janesville,38590,2020,alfa-romeo,romeo stelvio sport utility,good,,gas,8674,clean,other,ZASPAJAN4L7C89883,rwd,,hatchback,red,wi
7310787570,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7310774505,janesville,22590,2017,buick,enclave convenience sport,good,6 cylinders,gas,48262,clean,other,5GAKRAKD4HJ276564,fwd,,other,blue,wi
7310769483,janesville,4900,1986,chevrolet,corvette,good,8 cylinders,gas,70000,clean,automatic,,rwd,,coupe,red,wi
7310756447,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7310624610,janesville,37,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7310616559,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7310601810,janesville,0,2016,chevrolet,,,8 cylinders,other,16407,clean,automatic,1G1YS3D67G5608942,fwd,compact,other,,wi
7310596751,janesville,0,2016,chevrolet,,,8 cylinders,other,2522,clean,automatic,1G1YU2D69G5700414,fwd,compact,other,,wi
7310591710,janesville,0,2019,ford,,,8 cylinders,other,3477,clean,manual,1FA6P8JZ1K5551566,fwd,compact,other,,wi
7310580693,janesville,8995,2012,hyundai,sonata hybrid,excellent,4 cylinders,hybrid,82752,clean,automatic,KMHEC4A47CA043458,fwd,,,blue,wi
7310519815,janesville,2875,2009,chevrolet,colbalt,excellent,4 cylinders,gas,223000,clean,manual,,fwd,,,,wi
7310513827,janesville,13900,2010,ford,e-450,,,diesel,133427,clean,other,,,,bus,white,wi
7310513672,janesville,2875,1988,ram,50,good,4 cylinders,gas,142000,clean,manual,,rwd,,pickup,,wi
7310383439,janesville,18590,2016,mitsubishi,outlander sel sport,good,,other,29430,clean,other,JA4AD3A34GZ005592,,,SUV,white,wi
7310369095,janesville,25995,2015,chevrolet,silverado 3500hd,excellent,8 cylinders,gas,167117,clean,automatic,1GB5KYCG4FZ525756,4wd,,,,wi
7310344788,janesville,16990,2018,hyundai,sonata se sedan 4d,good,,other,30948,clean,other,5NPE24AF6JH620222,,,sedan,blue,wi
7310302730,janesville,18990,2016,honda,civic ex sedan 4d,good,,gas,15890,clean,other,2HGFC2F75GH520476,fwd,,sedan,silver,wi
7310297748,janesville,4500,2007,dodge,caliber sxt,excellent,4 cylinders,gas,160767,clean,automatic,,fwd,,hatchback,black,wi
7310253787,janesville,25990,2020,buick,encore gx select sport,good,,gas,4942,clean,other,KL4MMESL6LB079008,,,SUV,,wi
7310140556,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7310086843,janesville,1000,2019,,Janesville,,,gas,1,clean,automatic,,,,,,wi
7309972454,janesville,16950,2017,dodge,grand caravan se wheelchai,,6 cylinders,gas,56045,clean,automatic,,fwd,,,white,wi
7309862220,janesville,30990,2019,lincoln,mkz hybrid reserve ii,good,,gas,7256,clean,other,3LN6L5MUXKR624334,fwd,,sedan,,wi
7309862324,janesville,43990,2020,jaguar,e-pace p250 se sport,good,,gas,8157,clean,other,SADFP2FX7L1Z89245,,,other,,wi
7309862222,janesville,59990,2019,mercedes-benz,gls 450 4matic,good,6 cylinders,gas,12765,clean,other,4JGDF6EE4KB229551,,,other,black,wi
7309796920,janesville,17995,2013,dodge,durango sxt awd,,,gas,106750,clean,automatic,,,,,,wi
7309793259,janesville,5995,2014,chevrolet,equinox ls fwd,,,gas,294499,clean,automatic,,,,,,wi
7309791472,janesville,17995,2011,ram,1500 laramie 4x4,,,gas,193739,clean,automatic,,,,,,wi
7309783571,janesville,19995,2017,jeep,cherokee latitude 4x4,,4 cylinders,gas,28980,clean,automatic,,4wd,,,,wi
7309782836,janesville,16995,2018,honda,civix ex,,,gas,45432,clean,automatic,,,,,,wi
7309782267,janesville,15995,2013,nissan,370z roadster,,,gas,104549,clean,automatic,,,,,,wi
7309781853,janesville,16995,2014,ford,expedition xlt 4x4,,,gas,109617,clean,automatic,,,,,,wi
7309781431,janesville,14995,2016,nissan,rogue s,,,gas,47623,clean,automatic,,4wd,,,,wi
7309731093,janesville,30990,2018,audi,q5 premium sport utility 4d,good,,gas,30390,clean,other,WA1ANAFY5J2128078,,,SUV,black,wi
7309659065,janesville,4500,2011,hyundai,sonata,good,4 cylinders,gas,155000,clean,automatic,,fwd,full-size,sedan,grey,wi
7309412300,janesville,4900,2011,,IC CE PB105,,,diesel,0,clean,other,,,,bus,yellow,wi
